,content,Emotion
15454,i feel like a stranger in a strange land the sexist world of the s november th by eric i m not sure i m going to be able to finish stranger in a strange land by robert heinlein,fear
15456,i feel like a suspicious neer do well lurking in the baggage claim,fear
15461,i can flip the pieces up to double the height which will be necessary quickly since she will be feeling adventurous and try to hop out in a day or two,joy
15462,i feel sympathetic towards her but at the same time i do not,love
15472,i feel bitter sweet about it because although i am happy for him to go to dental and become a dentist like he has always wanted i am sad to be apart from him,anger
15504,i feel like all shaky still,fear
15512,i feel tender in some places but all in all i feel great,love
15528,i could feel my muscles bunching back up and dull pain,sadness
15531,i feel bothered,anger
15534,i feel like anyone would be hesitant to hand the job to someone who had a b in the class,fear
15545,i feel bothered at the fact that some of us have been given so many chances but i don t see the least bit of appreciation and utter gratefulness downright from their souls,anger
15546,i feel that caring can only come about through empathy and hope provide an understanding and empathy of world through my art,love
15566,i feel like death is my only option but i am to afraid to commit that sin,fear
15567,i can handle myself and my own affairs i feel respected,joy
15577,i can hardly stand how beautiful i feel in this glamorous gown,joy
15579,i feel like eddie murphy in coming to america where hes fearful of revealing who is he because then hell be unable to know the difference between love and greed,fear
15586,i feel that as our society tries to move towards a more gracious place for everyone such inhumane behaviour by anyone should never be tolerated,love
15587,i feel bothered with his liar attitude but please keep your appropriate words,anger
15594,i could feel the blank incomprehension on my face,sadness
15594,i feel like everyone should start to become slightly fearful,fear
15595,i can hear him reading a story and i feel realllllyyyy relaxed,joy
15596,i feel like everyones against me today or something really suspicious of everyones motives for some reason,fear
15597,i feel like everything has been shaken up,fear
15607,i feel like folks are unsure to annoint the hilltoppers as the best team in the sun belt even though they are,fear
15615,i can help you feel much more energetic especially after you,joy
15615,i feel like god has given us an overwhelming sense of peace with any outcome but it is still strange to wait both expectantly and hesitantly for such a life changing event,fear
15629,i feel like he is afraid that will happen again and i cant blame him,fear
15651,i feel like hesitant to update this journal but im updating despite that feeling because i hate that feeling,fear
15664,i feel like i agitated him too much with kisses and hugs i was too clingy sigh stupid stupid stupid foolish me,fear
15669,i could feel this depressed since im always known or labelled to be happy blessed and all,sadness
15672,i could feel unpleasant the hot wind all over me,sadness
15676,i feel cold metal moving,anger
15688,i could focus all my energy on food gathering and storage throughout september october and november and not worry about doing anything else then i wouldnt feel depressed,sadness
15701,i feel that i am a generous person,love
15722,i feel that i am neither of those two types i should be a sheep type of boyfriend that kind of person who is gentle likes to take care of people and of course hopes to be taken care of many times as well,love
15729,i feel like i am on one of those tilt a will rides and everything in my life is being shaken up,fear
15742,i feel that i am very generous with giveaway copies of my copyrighted works and i dont like to have to address an issue like this but i work hard to produce my books,love
15747,i feel complimented or insulted,anger
15758,i feel like i am too unsure about a lot of things in my life,fear
15759,i feel crammed and rushed around and everywhere and not really there because im always doing something and i feel lost in all the moving and doing of the things,anger
15761,i feel that i dont give much time to my family and loved ones,love
15776,i feel cranky and dull from the additional hour of sleep in the fall,anger
15780,i feel cranky and have sore bbs like normal but im sure im days off of my af because of my stupid cycle,anger
15790,i feel cranky and petulant and am sure im suffering from cabin fever or seasonal affective disorder,anger
15798,i feel cranky and wanderlust y i know,anger
15800,i feel like i cant do that and i wont do that and really i dont even want to do that because im afraid if i give in to it the fight will be even harder to get up and moving,fear
15841,i feel that i should stop caring about how they feel anymore,love
15843,i feel that i shouldn t stop doing this but more like i should just stop caring so much about others sometimes,love
15845,i feel like i have been put on this earth to be tortured by this,fear
15859,i feel like i have more inspiration now to talk to her yet i m still ever doubtful,fear
15862,i feel that im accepted for who i am,love
15863,i feel that im bothering enough to earth to my family and the other beloved humankind,love
15865,i feel that im in your heart and you know im worry and caring about you wherever you go unless im following you beside p i really like it when baby text me in sometime that i never thought u will,love
15880,i feel dangerous and i feel that im not using my best skills when im driving,anger
15882,i feel that if i am faithful to god he will help me so that one day i can live solely off of the money i make from mcj,love
15897,i feel like i just like him so much that im already afraid to lose him,fear
15902,i feel that if we can become passionate about our education then life would be so much easier,love
15912,i feel that in a there is a sense of kenya openly interacting supporting shiraishi instead of just happening to pat shiraishi on the shoulder,love
15918,i feel that in later years the form of my beloved dog has fused with a larger transpersonal source of guidance linked to the precinct of anubis the opener of the ways,love
15919,i could say im feeling very low right now because im trying trying but i hate slow progress,sadness
15943,i feel that it is sweet when you loved by someone,love
15950,i feel that it makes you a very caring person,love
15962,i feel that it was the action of donating it after already supporting us through the bottle drive that brings the donation s value to an unattainable monetary value,love
15964,i feel that it would be a disservice to you my faithful readers to not include them as i have already included the a href http www,love
15967,i can really stick to it but i m feeling positive,joy
15967,i feel that its a role ive accepted and that i can find contentment in that,love
15969,i feel disgusted about the amount of money that ive spent to buy these voice songs in the past,anger
15969,i feel like i m so uptight about things needing to follow these scripted rules about how i should lead my life,fear
15979,i feel that its very romantic and to add to my visit i have the ipod loaded up with s dark synthwave amp early s college radio alternative the cure neds atomic dustbin the candy skins posies pixies blur james springhouse morrissey and so on,love
15991,i feel disgusted and disappointed thinking back about it,anger
15992,i feel disgusted and discouraged,anger
15996,i feel that longing and having a crush is kind of fun,love
16029,i feel that most of this season will be devoted to developing these young guys along with others like henderson,love
16035,i feel disgusted at what im thinking,anger
16042,i can say from personal experience that many hotel guests wouldnt leave their homes in the condition they leave their hotel rooms and sadly they feel that its acceptable,joy
16054,i feel disgusted by it,anger
16061,i feel that my privacys being invaded with such a gentle approach,love
16070,i feel disgusted by this place,anger
16071,i feel that neither of those two possibilities speaks to the delicate complexity of how both serbian and english mix decimate and reassemble me through every word every breath in my life here in the diaspora,love
16077,i feel that once i get these colts gentle in the round pen and loping circles in the arena and fit one three or four hour a href http americashorsedaily,love
16084,i feel that opera has a supportive personality because if you watch her show whatever she says is supportive in some manner,love
16094,i feel like i ve been tortured for a week it s like i haven t slept despite my or hours of unconsciousness i feel hungry but i can t eat and i still can t walk in a straight line,fear
16096,i feel like i ve completely shaken it and by tomorrow i ll be tip top,fear
16105,i feel that popo s house brings back more fond memories and nostalgia,love
16116,i feel that romantic relationships are great for teaching you about yourself through the lens of the experience of another person i,love
16125,i feel that she herself has gentle atmosphere like her photos,love
16133,i couldn t help feeling unhappy and upset about leaving home without celebrating tihar nepal s second biggest festival,sadness
16145,i feel like i write this tonight from the hospital bed because once again i am terrified i am physically and emotionally hurting and i feel in many ways this is the only outlet i have in order to do try to put to voice what i am feeling,fear
16166,i feel that supporting my canadian troops in afghanistan or my american allies fighting in iraq makes me a radical,love
16172,i feel disgusted with him whenever he starts acting soppy and gushy,anger
16188,i feel disgusted with myself and whats worst is i know he probably wont call,anger
16189,i feel disgusted with myself but im pretty sure that they just feel disgusted with the people who did it to me,anger
16193,i feel that the delicate balance between meeting consumer expectations in animal agriculture while still protecting practical farming techniques is an issue that takes a great deal of due diligence,love
16197,i feel that the fa would not be supportive of this and would support the faw views on the matter,love
16198,i feel that the field is my way of being a nurse and caring for other people,love
16211,i feel that the leader i admired is being selfish,love
16218,i feel that the meat is not overly tender and retain the sauce well,love
16228,i couldnt get to sleep properly this morning and still feel exhausted from last nights christmas party,sadness
16228,i feel that the pillars supporting this debarkle are much more interesting and highly relevant to another issue that i wish to poke at later on,love
16230,i feel dissatisfied and frustrated and pulled in several directions,anger
16245,i couldnt help but feel a shiver of jealousy in the sight of a rider suffering and dying along an exposed mountain pass,sadness
16246,i feel like im inside of a snowglobe thats just been shaken up,fear
16246,i feel that the time has come for the wire join the ranks of beloved shows i own of dvd,love
16247,i feel that the times when your heart overflows with joy are treasured moments because they cannot sustain themselves,love
16250,i feel that the vocals are supporting the guitar as the guitar is the star of the show,love
16267,i feel like im petrified to care for myself in case that takes away from my family,fear
16273,i feel that there is too much time and energy devoted to saving the whales the baby seals and the great horned owls,love
16276,i couldnt help but feel sorry for myself for a little bit,sadness
16281,i feel like im slower ive let go of dinner time bed time and work time im less uptight,fear
16291,i feel dissatisfied shaken up longing for change for direction,anger
16292,i feel dissatisfied since ive been doing nothing,anger
16293,i feel dissatisfied to end my education at o levels only,anger
16297,i feel like im still unsure if i want to stay here or not,fear
16309,i feel that this adventure has helped me become much more compassionate grounded and sure of myself and also have become very centered around my own self care and self love,love
16311,i feel that this animation is more sympathetic to the flow of the rest of the story,love
16329,i feel dissatisfied with myself,anger
16341,i feel like ive been tortured for mths,fear
16360,i feel dissatisfied with who i am and how i imagine others see me,anger
16388,i feel that we should in some way be supporting the olympics with great gusto well everyone else is,love
16389,i crave recognition of all the things i feel i want him to feel remorseful guilty sad even angry,sadness
16393,i feel like im being very indecisive,fear
16406,i created an action plan that i now use whenever i start to feel homesick and here it is,sadness
16422,i can t feel them for the most part but it s certainly anything but pleasant,joy
16438,i feel like it still could have been with somewhat shaky free throw shooting late i blame that stupid rim on the west end of the court,fear
16462,i feel distracted torn a mix of sadness and the usual apprehension i get when striding forward,anger
16462,i feel the chair supporting me,love
16469,i feel the constrictor trying to drain the life out of the my beloved pleasure tree and me,love
16475,i feel easily agitated overwhelmed and cheerless,anger
16484,i can t help but feel proud to be a padres fan at this time,joy
16485,i cry at home on a daily basis at the moment as i feel so useless,sadness
16487,i feel easily irritated and want everyone to leave me alone including my cats,anger
16511,i feel the expansiveness of lungs the feeling of fullness in my body and the gentle internal pressure,love
16525,i feel the gentle breeze from the open windows i hear the birds playful chatter at their feeder just outside my patio door and the beautiful song of the running fountain nearby,love
16527,i feel like my captain is agitated i get nervous as a player,fear
16531,i feel enraged at the murderous scum that laid this booby trap bomb,anger
16535,i feel enraged at this cruel sick malicious and thoughtless existence that i am forced to live in day by day,anger
16547,i feel enraged deflated helpless sad,anger
16552,i feel like my little girl sharon is frightened,fear
16556,i feel the gentle pressure of sobchak s hand on my back,love
16558,i feel the gentle push to walk away and i feel peace about it i know that its right,love
16570,i feel enraged when some people are happy,anger
16571,i feel the gentle tug of fall,love
16573,i feel the gentle understanding that i have rarly offered to myself,love
16591,i feel the heat of disapproval and failure breathing hot on my neck and heart,love
16595,i feel the hot adrenaline running through me and my old dead heart pounding in my chest from fear i forget my levelheadedness and the plan i promised i would originally follow,love
16596,i feel envious but then i examine why i feel that way and what is motivating my envy and its usually silly,anger
16600,i feel the hot gush hit my knee my toes oh,love
16604,i feel like people are so afraid of being judged and terrified of being socially unacceptable that they give up on trying to be themselves,fear
16609,i feel envious of a certain someone who now has a successful career while i the one who waited forever feel like i have wasted years of my life accumulating and accomplishing nothing,anger
16630,i can t seem to shake the feeling that i am taking up someone s valuable chance for comfort and guidance,joy
16638,i feel like screaming it from the world im indecisive yet now i have support in what i have wanted to do since i was young,fear
16647,i feel the love a project for sweet olivia hello and welcome,love
16648,i feel like she was a bit hesitant to give me something too challenging,fear
16677,i feel envious of those other mothers i hope that my children one day take something away from those choices and just remember that the grass is not always greener on the other side,anger
16700,i dedicated so much time and love to this boy and i feel like it was now all in vain,sadness
16707,i feel the need to be gracious with people on this topic because for many years i was committed to the fallacy of moralizing americanism christian activism and the need to reclaim america,love
16708,i feel the need to be liked and the only way that we feel that we can be liked is by pleasing them,love
16714,i feel the need to belong to be accepted to let my guard down to let a hug wash over my heart to smile and laugh and know that no matter what i will be ok,love
16719,i can tell she feels superior and more,joy
16733,i feel the need to proclaim it as a devoted follower,love
16765,i feel the night s coldness and my heart yearns for your tender presence yet i lie alone with a heart waiting and this unnamed feeling sinking deeper,love
16766,i can tell you that whatever some folks may feel their comments are valued and respected,joy
16766,i feel even more enraged,anger
16773,i depends my day with those fckin exam thats the only way to keeps myself from feeling lonely,sadness
16777,i feel like the program has discussed reluctant readers at length in several different classes and i am glad for that especially since she documents how difficult it was not being prepared for or really even informed about this issue,fear
16780,i feel like the show has leveled out into a strange level of mediocrity where its just about interesting enough to keep watching but not quite dull enough to drop,fear
16826,i feel like theyre afraid to admit that they loved a person who isnt in their life anymore,fear
16845,i feel the tender arms of jesus just wrap all around me and hold me up,love
16851,i can use my experiences to help another mature woman or to help a student who needs to believe in themselves then i will feel successful,joy
16852,i feel extremely insert grumpy words here about this but im still really interested in this years frank oconnor award,anger
16865,i feel extremely irritated by the self pitying subtext of her quote that this is taking a psychological toll on her and her colleagues,anger
16870,i feel like this was a milestone race and i ve shaken the novice feeling off,fear
16881,i feel extremely rebellious and i strongly desire to be defiant about every single thing which comes my way,anger
16892,i feel like was another achievement overcoming a world of being shy moving to a different country and having that language barrier we won champions that year too,fear
16892,i feel the warmth of the sun sometimes too hot to just sit,love
16924,i feel their presence there in the lovely flower strewn feminine inner garden so like the courtyard gardens of italy that i played in as a child in the small chapel with its wooden choir stalls in the rectory with its long tables,love
16929,i did feel a little ugly at the gym but decided i didn t care,sadness
16946,i feel for men who despite being disgusted by angie s account were also disquieted by the more radical responses like calling for her rapist s castration among other things,anger
16956,i did feel guilty about saying no to something she really wanted,sadness
16956,i feel there s a delicate balance between setting them too easy and making them so lofty you can t reach them,love
16957,i cant believe the moment where i feel the most useful is when im washing the dishes,joy
16983,i cant decide who i like the most because michaels character is admirable you feel for lincoln because hes innocent sucre is so cute and funny t bag is sooo bad but in a way freakishly seductive abruzzi is whimsically just as evil c note is actually a good guy,joy
17000,i feel they would be working caring for your children,love
17017,i did feel sufficiently listless to not get myself to work on any of my homework for tomorrow and i had three,sadness
17021,i feel frustrated and tried and confused and i do not want to take these damn meds i do not want to have to go to therapy or doctors all the time,anger
17022,i feel this generous soul when i touch my rugs,love
17026,i feel this gentle rebuke coming in answer to my prayers,love
17046,i feel frustrated because i never get as much done in a day as i wanted to,anger
17059,i feel frustrated br style background color white box sizing border box color d font family droid sans helvetica sans serif font size px line height,anger
17069,i feel more insecure about them i have about manuscripts at various stages of development,fear
17076,i feel more like a wimpy little girl than billy graham on wheels,fear
17086,i cant feel any lust or anything just a need to be reassured shes amazing,joy
17091,i feel frustrated i put down the lid of the laptop and walk around and grab a book,anger
17126,i feel to be fond of you in fact before accommodate oneself to by you only very much self is very stupid regret that,love
17133,i cant get enough sparkle and others i like the warm cozy feel of more casual decor,joy
17157,i feel more vulnerable more inadequate and more flawed than i ever have before and that can be painful at the end of a long day,fear
17159,i feel more vulnerable than i have in a very long time,fear
17183,i feel towards my girlfriends teachers nurses businesswomen and activists who are also devoted wives and mothers,love
17198,i feel fucked from all sides its one of those times in which nothing goes right,anger
17214,i feel treating me like a naughty school boy because i was doing mph over a temporary speed limit is not the way to garnish public respect,love
17218,i feel truly accepted nurtured cared for and loved,love
17231,i feel my faith a little bit shaky please do pray,fear
17236,i did not feel out of place or unwelcome,sadness
17239,i feel my heart becoming restless anxiety trying to get a hold of me every now and then i feel the tension taking over i m so distracted by everything but you say it s gonna be ok you are with me every step of the way i don t need to know where i m gonna go just as long as you lead the way,fear
17239,i feel truly blessed to have him,love
17240,i cant help but feel smug because honestly im not the one at fault here,joy
17280,i feel myself getting agitated and pissy i know that i am about to head into some nasty depression,fear
17283,i feel furious and embarrassed and sluttish and blessed but it isn t enough that i m pregnant when men aren t supposed to get pregnant at all but the whole world is going to know that these babies have different fathers when they have one look,anger
17286,i feel furious anger,anger
17294,i feel furious at the idea that id have to drive instead which would be quicker and more reliable but of course so polluting and wasteful,anger
17317,i feel nervous about going back to america not knowing what to expect the transition to be like,fear
17328,i feel furious with myself for gaining over kgs in a week it is gross,anger
17336,i cant i feel so blessed and happy to have such awesome and sweet friends all around the world whore,joy
17336,i feel generally disgusted in spite of some decent things happening and spending time at peace love and also having lunch with friends michele and adam yesterday,anger
17343,i feel nervous and fearful,fear
17348,i cant imagine my life any other way i feel a little bit smug i only had two pregnancies and got three children,joy
17349,i feel nervous and inadequate when im around attractive women,fear
17365,i feel very blessed to have the sisters i do,love
17366,i feel very blessed to have the team that i have around me and that top rank will make my team even stronger said ram rez,love
17367,i feel nervous but i feel eager,fear
17374,i feel greedy about my work trans micky yoochun for the first time i feel greedy about my work a href http delzchangmin,anger
17383,i feel nervous for some unknown reason just feel like crawling back into bed,fear
17399,i feel very fond of him what with his strong independent spirit,love
17401,i feel nervous it feels like going to school on the first day of classes,fear
17408,i feel greedy and well weird,anger
17411,i feel greedy as if i have this great treasure inside of me and im stowing it away for myself to enjoy while i watch others suffer,anger
17419,i feel very horny i could go on two successive orgasms,love
17428,i feel greedy but it was my mom,anger
17433,i cant remember to my little mermaid i had a feeling of the carefree beauty in life that gets lost somewhere between the massive piles of homework the budgeting off of finances and eventually the most daunting of choices in life when you become an adult,joy
17440,i feel nervous wondering if we ll be getting another damaging storm then of course there are days when just i look up at the sky and think about god heaven loved ones who have already passed away and loved ones who will pass away in the future,fear
17448,i feel greedy for spring this year,anger
17449,i feel neurotic and when i talked to my therapist about this i said i use to be so good at finding my headspace,fear
17451,i feel very loyal to my family,love
17457,i feel greedy for wanting them to still be alive to still be here with me and alan and tiffany and mom,anger
17459,i feel greedy funny and fake,anger
17459,i feel neurotic right now,fear
17465,i feel very much sympathetic towards people who happen to face this experience of the abyss the black whole a total disorientation the person feels like drifting downward and there is no end to the crevasse,love
17467,i feel no compunction in calling a spade a spade when those suspicious persons are white but am concerned of being accused a racist if i dish out the same ruthless attitude to suspicious black people,fear
17484,i feel not to be terrified for my exams,fear
17484,i feel very nostalgic because i have enjoyed this essence,love
17490,i feel nothing is working out and it gobbles me up leaving me helpless and scared,fear
17493,i feel greedy occupying so much of your time when you have such a sensible intelligent message to share with so many other folks,anger
17493,i feel very passionate about and a group of people i am very proud to be a part of,love
17508,i feel greedy though,anger
17517,i feel very passionate about keeping the arts and creativity alive,love
17537,i feel greta christiana s pain of being mad that yet again i m talking to someone about a topic and the atheist is far more educated on the topic than the cat that is supposed to know it well,anger
17538,i cant stop smiling and feel all giggly in love again,joy
17538,i feel optimistically skeptical if such a thing exists,fear
17549,i feel very passionate about women and empowering them is that it lord,love
17553,i feel grouchy and disorganized,anger
17560,i feel very romantic tonight,love
17561,i feel very similarly as if i were to have a pretty or slutty sister,love
17574,i feel grouchy at one point then it changes to a panic then to having this feeling like someone or something is after me,anger
17576,i feel overwhelmed and fearful,fear
17583,i feel very strongly about supporting the small businesses that are owned and operated by people who live within my small town,love
17597,i feel very sweet and ill make hot cocoa or sweets or a smoothie or ice cream or something,love
17600,i feel overwhelmed and weepy and filled with this nameless longing when i read that,fear
17600,i feel very sweet now linda clinda chung discloses lovingly i feel very sweet now a href http worldshowbiz,love
17604,i feel grumpy a href http thegospelcoalition,anger
17635,i cannot decide on certain things that i feel are vital to my life,joy
17653,i feel was relatively gracious since i was sort of the one who was uh semi dumped she continues to be peculiarly distant and impassive about spending time with me,love
17676,i feel grumpy today because i am the cleaning lady,anger
17683,i feel grumpy when i haven t yoga ed in a few days,anger
17693,i feel half furious and half defeated,anger
17714,i feel when i read your lovely comments and sweet emails you always send me,love
17720,i feel hated a href http qasmaxs,anger
17733,i feel when the sunlight hits my body makes me so damn horny that i pretend i m just putting on some oil for protection but the real deal is that i m trying to get myself to cum as my rub my tits and then push my slippery fingers inside my shaved pink pussy,love
17742,i feel paranoid about this you havent talked to me in two days and im scared,fear
17754,i feel paranoid and i dont like not being good at something a fact which my dancing efforts showed me i thought christmas was meant to be fun,fear
17755,i feel paranoid and i wish i could stop i just dont know how,fear
17759,i feel hated by everyone,anger
17760,i didn t pursue the feelings of discontent because i knew it was more practical to live there,sadness
17768,i feel with hindsight neither of us really liked the idea i kinda know we both did it through clinched teeth for the greater good which was the happiness of tillymcflop and jt,love
17772,i cannot speak for others but all i know is i feel i am the most successful prettiest version of myself when i walk out of my starbucks with my red cup holiday cup in hand,joy
17812,i feel paranoid or insecure,fear
17824,i feel paranoid that im walking too loudly and everyone can hear each step i take,fear
17833,i feel paranoid that people just say things in hopes that maybe i wont do something tonight,fear
17838,i cant stay like i am any longer i feel like a freak i dont want to have sex cause it must be like shagging a bouncy castle and also since i had my hair cut shorter i feel like a frump a complete fat frump,joy
17863,i feel your body settle into my arms now partially supporting you,love
17881,i feel your gentle kiss and i can see our children laughing,love
17882,i didnt care started feeling pretty groggy i do not take sleeping or anti anxiety things as i am at exceptional risk of addiction,sadness
17901,i feel your love coming to me like a breeze in the wind my passion flows more for you next to me in this openness it is you i can only see my love let us lay amongst the field of daisies and flowers and disregard all time we will be romantic for hours dom colucci,love
17913,i feel petrified with fear but i am uncertain as to what good it will do to bring up this secret that we seem to be hedging around,fear
17915,i caught myself feeling superior to the volunteers when i interned at the chayah house but that attitude is not conducive to making volunteers feel welcome and needed,joy
17940,i feel your touch tender long rough sure it doesnt matter i always shiver,love
17942,i certainly do not feel like im superior to retail employees in any way,joy
17945,i didnt feel absolutely fucking terrible leaving faye alone at her most vulnerable,sadness
17959,i feel pressured by a dumb feeling,fear
17966,i feel pressured by my parents and teachers to achieve highly in everything,fear
17968,i feel heartless when i don t cry img src http shebayer,anger
17969,i feel pressured by other people to change,fear
17970,i didnt feel anymore embarrassed,sadness
17976,i didnt feel as embarrassed as i normally do when i am being photographed in public i think because being a photojournalist she made me feel relaxed and cool as she took the pictures,sadness
17986,i feeling sympathetic for you,love
17994,i certainly respect hard work and hard won fame but when i suspect some argument to be problematic i refuse to take in a long history of such and such dealing to be the reason i should feel convinced,joy
17994,i feels as though there was more tumor left than he would have liked to have seen left,love
18006,i didnt feel cheated or deprived,sadness
18007,i feels that someone hurts her heart by a knife she adores her mother in law she never imagines that that generous and kind woman will look at her that killer look arnav was looking at her no,love
18008,i feel horribly irritated,anger
18009,i didnt feel crappy immediately though and ive only started feeling chubby and slow for the last few months,sadness
18019,i feel pressured really,fear
18022,i feel hostile like shit,anger
18029,i feel pressured to always keep up the good work i want to explore my path life and style in the quiet privacy of my own head and a pen amp paper journal i am starting to feel way too public and over exposed,fear
18032,i feel hostile towards everyone,anger
18035,i felt gross but now i feel hot so boom,love
18042,i felt it beating again after so many years of not feeling or loving but just fanning the flames of anger,love
18076,i feel i am being unkind to the teenagers who have written some wonderful books,anger
18079,i feel pressured to get lots of things done and its at those times that i take a moment to check on why i am doing each of them and if i find i am acting only out of obligation guilt i let those jobs go,fear
18079,i felt slightly self conscious about having such intense feelings of longing for someone i barely know,love
18083,i felt something i very rarely feel loving feelings were flying back and forth,love
18118,i figure ill be rather upset when she dies so im trying to transfer that feeling into this to use it t smile and be supportive around these fucking vultures,love
18120,i feel pressured to offer comfort at a time when i m the one in need of help,fear
18151,i finally feel your sweet scent upon my face,love
18157,i chose to live my life as a normal person who has feelings wants and desires i have talked up for myself been faithful to myself and i have been determined to be treated with dignity and respect,joy
18157,i feel i finally understand why i hated architecture for a while hung on to it found hope in interactive architecture felt a need to move away from singapore,anger
18169,i finally towards the later parts in training began to feel at comfort with my handling so i was loving the chance to try out my skills work,love
18171,i find a congenial soil in each three had approached so near him that i want to turn the other bacteria capable of communicating the cause of syphilis but it is a vindictive and timid feeling which he might indiana jones box office feared admired or laughed at him,love
18189,i cleaned up the porch too so i feel pretty dmaned virtuous,joy
18203,i didnt feel so defeated,sadness
18205,i find myself annoyed more often than i find myself feeling compassionate,love
18223,i feel quite distraught at the moment,fear
18227,i feel i have wronged her in some way by not doing the same for her first,anger
18231,i find myself frustrated with christians because i feel that there is constantly a talk about loving one another being there for each other and praying for each other and i have seen that this is not always the case,love
18247,i feel i m becoming very resentful then i might email him,anger
18248,i didnt feel this homesick while in oregon but probably only because i still felt close,sadness
18248,i find myself turning to poems and affirmations searching for anything that puts into kind words exactly how i feel and that say sweet things to help get me through,love
18251,i find now that i earn more respect for sticking to my principals than i ever did when i put them aside for the sake of looking cool or wanting to feel accepted within either a group and or the society,love
18282,i find this scent pretty generic i actually feel like bath amp bodyworks didnt invest much time in this collection like they created sweet on paris then decided to throw together two other predictable scents,love
18302,i didnt go to the gym yesterday i did manage to do my volunteer day but came home feeling defeated,sadness
18302,i feel rather distraught actually,fear
18304,i feel i really need the coverage of the poncho i get irritated at the opening in the fabric letting in cool air,anger
18343,i forgive myself for accepting and allowing myself for having created and energy high addiction dependency upon and as self righteousness as a result of feeding my thoughts feelings emotions from the starting point of accepted and allowed justifications and validations,love
18364,i feel i was rude there because there wasn t any animosity on her part i just had no way of knowing she s so unpredictable,anger
18380,i found it to feel more tender than really painful,love
18414,i found out the students have no a c in their dorm rooms which makes me feel quite sympathetic toward the little dumplings,love
18439,i feel really petrified to learn how far we have gone in our country said a year old civil servant ilze who previously had trouble making mortgage payments span style font family times new roman serif font size,fear
18440,i fully understand the other parties feelings but on the other hand its my beloved brother at such tender age in his teens and hes reli foolish to commit such grave mistakes,love
18448,i gave another woman ninja a sword i think i had it professional made just for her and i got the feeling that i admired this woman,love
18458,i consider myself a passionate fan winning feels fantastic and losing really really hurts,joy
18465,i feel if i hadnt called them would they have even bothered to call me back,anger
18466,i didnt take into account all the time i spent feeling miserable and sorry for myself,sadness
18478,i feel really skeptical and scared about this exam not sure if luck will be on my side this time,fear
18485,i get a good feeling from faithful catholic blogs,love
18491,i get a similar feeling when i go on those depression forums and you get people saying but my partner is sooo supportive caring and helpful to me,love
18495,i get a warm fuzzy feeling when i see a kitchen that is lovely but more importantly clearly loved and used well by its owner,love
18496,i get a weird feeling in my stomach and i got all hot and sweaty,love
18516,i get defensive feeling attacked and wanting to run away to my beloved queers of all persuasions and demonstrations,love
18520,i feel impatient and like i must be doing something wrong,anger
18523,i continue however i feel like i must address a comment that is sure to arise,joy
18525,i feel impatient and out of place,anger
18535,i continue to feel amazing and feel zero alarm at the prospect my body might die,joy
18552,i continue to feel terrific thanks so much,joy
18593,i feel reluctant for you to let you know you are regrettably mistaken,fear
18641,i discovered it i was feeling disturbed and confused already because of the movie but then this news meant i was also depressed so i shouldve joined the girls in having some shots but i just went with the more tame option of a glass of wine,sadness
18651,i feel in my heart that i m supposed to experience this part of the journey on my own because i am going to learn a lot and i would be too distracted if others were included,anger
18669,i get to attend the conference but i also had the privilege of presenting on a topic i feel so very passionate about the power of plns,love
18703,i feel infuriated and disgusted by the horrors these poor victims of war have faced and continue to face,anger
18727,i could do this anywhere in any state of consciousness and feel wonderful,joy
18729,i feel inordinately frustrated that at i am not better,anger
18749,i feel instantly resentful when i hear about people falling pregnant,anger
18751,i go through these misgivings where sometimes i feel like i liked it a lot and then the next i feel so purpose less that i just want to quit,love
18768,i feel insulted and disrespected,anger
18813,i got in a fight with her because i feel that since i have emetophobia she should be supportive and take me to school every day and if not then not complain the days that i need her to take me because i missed the bus,love
18818,i feel restless and agitated and misunderstood i turn to my ipad with its flat on screen keyboard and type,fear
18827,i got out of bed feeling rather delicate you see i had visited friends for the first england game of the world cup in south africa,love
18829,i feel restless and entirely unmotivated for life,fear
18833,i feel insulted by the racist idiots russian ministers not shaking his hand,anger
18849,i feel restless and quite bored,fear
18854,i feel restless and tired,fear
18854,i got the feeling that he liked rough sex she added,love
18856,i feel insulted everyday when self appointed thinkers start thinking for me and you too,anger
18859,i got the feeling that i was very much loved in a special way already more then i could every be loved by any man,love
18875,i could feel it crawling on my body with a cool breeze each drop has its own world,joy
18910,i feel insulted that my loyalty to my faith is somehow tied to this belief system,anger
18916,i feel insulted that the cpsc even bothered to issue that press release,anger
18925,i feel restless so i buckle on the snowshoes and start out toward the eastside fence,fear
18930,i grew ever more conscious of each breath that i drew i couldnt help but feel the compassionate awareness of whatever benevolent force is seeing to my existence,love
18931,i grew older and didnt feel the need to feel the acceptance of my family i decided that what i had so treasured wasnt what i was after,love
18934,i could feel myself hardening and not because of the gorgeous breasts that i was sucking on,joy
18941,i feel restless when im in the same place for a long period of time,fear
18951,i groan feeling the sweet sensation all the way to my groin,love
18953,i grow i feel more loyal ferocious serious and playful,love
18962,i do feel guilty as i know i hurt him before one way or another,sadness
18973,i feel insulted you called me a software developer,anger
18978,i feel scared and alone i feel my mom will be so mad at me and my family will be so upset,fear
18990,i could feel that by fucking her i was giving her something more i was giving her my life force my energy my love and something more something vital something human,joy
18991,i feel irate today,anger
19008,i feel scared and worried,fear
19009,i feel scared and worthless when someone doesn t love me,fear
